Brand,cluster,Listing Price,Sale Price,Discount,Rating,Reviews,Brand_Encoded
Adidas ORIGINALS,0,7599,7599,0,3.7,33,2
Adidas SPORT PERFORMANCE,0,10999,6599,40,4.8,26,3
Adidas SPORT PERFORMANCE,0,10999,6599,40,2.5,11,3
Adidas SPORT PERFORMANCE,0,10999,6599,40,3.8,97,3
Adidas ORIGINALS,0,7999,7999,0,5.0,90,2
Adidas ORIGINALS,0,7599,7599,0,2.7,46,2
Adidas CORE / NEO,1,5299,5299,0,3.4,22,1
Adidas ORIGINALS,0,8999,8999,0,3.0,81,2
Adidas CORE / NEO,1,4999,4999,0,1.5,96,1
Adidas ORIGINALS,0,7999,7999,0,3.9,6,2
Adidas ORIGINALS,0,7599,7599,0,2.7,24,2
Adidas CORE / NEO,1,5999,2999,50,2.9,13,1
Adidas ORIGINALS,0,11999,5999,50,4.3,72,2
Adidas CORE / NEO,1,4999,4999,0,4.9,15,1
Adidas CORE / NEO,1,4999,2499,50,5.0,33,1
Adidas CORE / NEO,1,6999,4199,40,3.5,95,1
Adidas SPORT PERFORMANCE,1,7999,3999,50,3.4,9,3
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.3,88,3
Adidas SPORT PERFORMANCE,1,8999,4499,50,3.2,52,3
Adidas CORE / NEO,1,4599,2299,50,3.8,52,1
Adidas SPORT PERFORMANCE,1,7999,3999,50,3.9,21,3
Adidas CORE / NEO,1,1499,899,40,4.1,38,1
Adidas CORE / NEO,0,7599,7599,0,3.5,12,1
Adidas ORIGINALS,1,7599,4559,40,5.0,70,2
Adidas ORIGINALS,0,7999,7999,0,3.3,96,2
Adidas CORE / NEO,1,4299,2149,50,4.9,83,1
Adidas CORE / NEO,1,6999,6999,0,4.4,72,1
Adidas ORIGINALS,0,7999,7999,0,3.5,27,2
Adidas CORE / NEO,1,4599,2299,50,2.7,87,1
Adidas CORE / NEO,1,3599,1799,50,4.2,44,1
Adidas ORIGINALS,1,5999,3599,40,4.0,80,2
Adidas SPORT PERFORMANCE,1,2799,1679,40,4.1,33,3
Adidas ORIGINALS,0,7999,7999,0,2.2,37,2
Adidas CORE / NEO,1,5599,2799,50,3.1,14,1
Adidas CORE / NEO,1,6599,3299,50,2.5,27,1
Adidas CORE / NEO,1,5299,2649,50,4.3,18,1
Adidas CORE / NEO,1,5599,2799,50,2.7,84,1
Adidas CORE / NEO,1,5999,2999,50,1.5,1,1
Adidas ORIGINALS,1,7999,4799,40,4.4,51,2
Adidas ORIGINALS,1,7999,4799,40,3.9,78,2
Adidas ORIGINALS,1,5999,3599,40,2.4,46,2
Adidas ORIGINALS,1,7999,4799,40,2.8,44,2
Adidas ORIGINALS,0,11999,7199,40,4.7,37,2
Adidas CORE / NEO,1,4599,2299,50,3.7,24,1
Adidas ORIGINALS,1,7599,5319,30,4.8,14,2
Adidas ORIGINALS,1,7999,4799,40,3.8,76,2
Adidas ORIGINALS,1,8999,5399,40,4.5,5,2
Adidas ORIGINALS,1,7599,4559,40,1.5,85,2
Adidas SPORT PERFORMANCE,0,12999,7799,40,4.4,92,3
Adidas ORIGINALS,1,6599,3959,40,4.3,36,2
Adidas ORIGINALS,1,7999,4799,40,2.8,63,2
Adidas SPORT PERFORMANCE,0,12999,7799,40,1.5,49,3
Adidas ORIGINALS,1,7999,4799,40,3.0,58,2
Adidas CORE / NEO,1,3599,3599,0,4.6,41,1
Adidas CORE / NEO,1,5299,2649,50,1.0,50,1
Adidas ORIGINALS,0,12999,7799,40,3.4,45,2
Adidas SPORT PERFORMANCE,0,10999,5499,50,2.6,2,3
Adidas CORE / NEO,1,5999,2999,50,3.2,40,1
Adidas SPORT PERFORMANCE,1,7999,3999,50,2.7,26,3
Adidas SPORT PERFORMANCE,0,10999,6599,40,4.9,87,3
Adidas SPORT PERFORMANCE,1,7999,3999,50,4.2,87,3
Adidas SPORT PERFORMANCE,1,7999,3200,60,4.2,43,3
Adidas ORIGINALS,0,11999,7199,40,2.6,53,2
Adidas ORIGINALS,0,7599,7599,0,4.9,65,2
Adidas SPORT PERFORMANCE,0,12999,6499,50,2.6,97,3
Adidas ORIGINALS,1,6999,3499,50,2.9,91,2
Adidas CORE / NEO,1,4999,2499,50,2.0,98,1
Adidas CORE / NEO,1,5599,3359,40,3.0,28,1
Adidas SPORT PERFORMANCE,1,2499,1249,50,1.0,95,3
Adidas CORE / NEO,1,3799,1899,50,3.3,97,1
Adidas CORE / NEO,1,5599,2799,50,3.1,59,1
Adidas SPORT PERFORMANCE,0,15999,11199,30,4.5,49,3
Adidas ORIGINALS,1,7999,3999,50,3.7,80,2
Adidas CORE / NEO,1,4999,2499,50,3.1,7,1
Adidas SPORT PERFORMANCE,1,5499,2749,50,4.5,4,3
Adidas ORIGINALS,0,10999,6599,40,3.1,50,2
Adidas ORIGINALS,0,11999,11999,0,3.9,10,2
Adidas SPORT PERFORMANCE,0,15999,11199,30,4.6,80,3
Adidas SPORT PERFORMANCE,1,5499,2749,50,2.8,5,3
Adidas ORIGINALS,1,8999,4499,50,4.5,27,2
Adidas SPORT PERFORMANCE,1,5999,2999,50,1.5,19,3
Adidas CORE / NEO,1,5599,2799,50,3.4,36,1
Adidas SPORT PERFORMANCE,0,15999,11199,30,2.5,10,3
Adidas CORE / NEO,0,7599,7599,0,3.6,40,1
Adidas ORIGINALS,0,7999,7999,0,2.4,18,2
Adidas CORE / NEO,1,4599,2299,50,3.5,24,1
Adidas ORIGINALS,1,6999,3499,50,3.5,67,2
Adidas SPORT PERFORMANCE,0,10999,4400,60,4.7,96,3
Adidas SPORT PERFORMANCE,0,10999,4400,60,2.2,49,3
Adidas ORIGINALS,0,7599,7599,0,1.0,99,2
Adidas SPORT PERFORMANCE,1,9999,4000,60,3.1,60,3
Adidas SPORT PERFORMANCE,0,14999,14999,0,2.8,60,3
Adidas CORE / NEO,1,3299,1649,50,3.3,70,1
Adidas ORIGINALS,0,11999,11999,0,2.7,59,2
Adidas CORE / NEO,1,1799,1799,0,3.2,2,1
Adidas ORIGINALS,1,6599,3959,40,2.5,57,2
Adidas SPORT PERFORMANCE,1,2799,1399,50,1.0,7,3
Adidas SPORT PERFORMANCE,1,6999,3499,50,2.7,0,3
Adidas ORIGINALS,0,10999,10999,0,4.4,85,2
Adidas SPORT PERFORMANCE,1,8999,4499,50,3.6,55,3
Adidas CORE / NEO,1,3999,2399,40,2.0,6,1
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.4,78,3
Adidas SPORT PERFORMANCE,1,7999,3999,50,3.5,47,3
Adidas SPORT PERFORMANCE,1,2799,1399,50,4.7,21,3
Adidas SPORT PERFORMANCE,1,4999,2999,40,3.6,78,3
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.4,50,3
Adidas SPORT PERFORMANCE,1,5599,3359,40,2.4,98,3
Adidas SPORT PERFORMANCE,1,2499,1249,50,2.9,89,3
Adidas CORE / NEO,1,6999,3499,50,3.4,29,1
Adidas SPORT PERFORMANCE,1,5999,3599,40,2.4,40,3
Adidas SPORT PERFORMANCE,1,8999,5399,40,2.8,71,3
Adidas SPORT PERFORMANCE,0,15999,11199,30,3.8,46,3
Adidas SPORT PERFORMANCE,0,12999,7799,40,3.1,65,3
Adidas SPORT PERFORMANCE,0,9999,6999,30,4.7,23,3
Adidas SPORT PERFORMANCE,1,7999,4799,40,2.2,81,3
Adidas CORE / NEO,1,2999,1799,40,3.6,33,1
Adidas SPORT PERFORMANCE,1,7999,4799,40,2.4,76,3
Adidas SPORT PERFORMANCE,0,12999,12999,0,4.1,29,3
Adidas ORIGINALS,1,4599,2299,50,3.4,5,2
Adidas SPORT PERFORMANCE,0,10999,4400,60,5.0,46,3
Adidas SPORT PERFORMANCE,1,5999,4199,30,2.0,66,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,3.0,52,3
Adidas SPORT PERFORMANCE,0,10999,10999,0,3.1,33,3
Adidas SPORT PERFORMANCE,0,7999,7999,0,1.0,9,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,2.4,26,3
Adidas SPORT PERFORMANCE,0,7999,7999,0,2.7,14,3
Adidas CORE / NEO,1,4999,4999,0,1.0,96,1
Adidas SPORT PERFORMANCE,1,5999,5999,0,2.9,81,3
Adidas SPORT PERFORMANCE,0,11999,11999,0,4.0,6,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,3.6,22,3
Adidas SPORT PERFORMANCE,0,14999,14999,0,3.3,87,3
Adidas SPORT PERFORMANCE,0,10999,10999,0,4.4,38,3
Adidas SPORT PERFORMANCE,0,14999,14999,0,4.0,21,3
Adidas SPORT PERFORMANCE,0,7599,7599,0,5.0,35,3
Adidas SPORT PERFORMANCE,0,7999,7999,0,4.3,57,3
Adidas SPORT PERFORMANCE,0,8999,8999,0,4.4,98,3
Adidas SPORT PERFORMANCE,0,12999,12999,0,3.5,44,3
Adidas SPORT PERFORMANCE,0,14999,14999,0,4.8,14,3
Adidas SPORT PERFORMANCE,1,6999,6999,0,3.9,17,3
Adidas SPORT PERFORMANCE,0,12999,12999,0,4.0,20,3
Adidas SPORT PERFORMANCE,0,15999,11199,30,4.3,93,3
Adidas SPORT PERFORMANCE,1,6999,3499,50,1.5,27,3
Adidas CORE / NEO,1,1799,1799,0,4.6,19,1
Adidas SPORT PERFORMANCE,1,2499,1249,50,1.0,31,3
Adidas SPORT PERFORMANCE,1,7999,3999,50,2.2,43,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,4.8,55,3
Adidas SPORT PERFORMANCE,0,14999,14999,0,2.2,96,3
Adidas ORIGINALS,0,11999,11999,0,1.5,38,2
Adidas ORIGINALS,0,8999,8999,0,3.9,59,2
Adidas ORIGINALS,0,12999,12999,0,4.8,97,2
Adidas ORIGINALS,0,11999,11999,0,3.5,37,2
Adidas CORE / NEO,1,1299,1299,0,4.2,9,1
Adidas CORE / NEO,1,1299,1299,0,4.9,9,1
Adidas CORE / NEO,1,1299,1299,0,2.0,20,1
Adidas CORE / NEO,1,1299,1299,0,2.9,62,1
Adidas CORE / NEO,1,1499,1499,0,3.9,77,1
Adidas ORIGINALS,0,9999,9999,0,3.6,4,2
Adidas CORE / NEO,1,1499,1499,0,3.8,63,1
Adidas CORE / NEO,1,1499,1499,0,4.8,92,1
Adidas ORIGINALS,0,10999,10999,0,3.4,10,2
Adidas CORE / NEO,1,1299,1299,0,2.6,61,1
Adidas ORIGINALS,0,7999,7999,0,4.5,0,2
Adidas ORIGINALS,0,12999,12999,0,1.0,78,2
Adidas ORIGINALS,0,7999,7999,0,3.8,54,2
Adidas CORE / NEO,1,5599,2799,50,4.5,96,1
Adidas CORE / NEO,1,4999,2499,50,4.9,89,1
Adidas CORE / NEO,1,4299,2149,50,3.3,48,1
Adidas ORIGINALS,0,9999,4999,50,2.4,49,2
Adidas ORIGINALS,0,12999,12999,0,4.6,88,2
Adidas SPORT PERFORMANCE,0,14999,8999,40,4.3,68,3
Adidas CORE / NEO,1,4299,2149,50,2.6,66,1
Adidas CORE / NEO,1,4299,2149,50,1.5,84,1
Adidas SPORT PERFORMANCE,0,14999,10499,30,2.5,65,3
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.6,13,3
Adidas CORE / NEO,1,3999,2799,30,2.5,44,1
Adidas CORE / NEO,1,5599,2799,50,2.8,61,1
Adidas CORE / NEO,1,5599,3359,40,3.4,57,1
Adidas ORIGINALS,1,7999,3999,50,0.0,11,2
Adidas CORE / NEO,1,3999,1999,50,3.4,69,1
Adidas CORE / NEO,1,4599,2299,50,3.1,45,1
Adidas ORIGINALS,0,14999,7499,50,2.8,13,2
Adidas CORE / NEO,1,5599,2799,50,2.6,91,1
Adidas CORE / NEO,1,4599,2299,50,1.5,51,1
Adidas CORE / NEO,1,5599,2799,50,3.5,74,1
Adidas CORE / NEO,1,5299,2649,50,4.4,33,1
Adidas ORIGINALS,0,15999,7999,50,4.7,9,2
Adidas ORIGINALS,1,7999,3999,50,4.6,33,2
Adidas CORE / NEO,1,5599,2799,50,4.0,88,1
Adidas CORE / NEO,1,4599,2299,50,1.5,51,1
Adidas CORE / NEO,1,4999,2000,60,3.3,68,1
Adidas CORE / NEO,1,4599,1840,60,2.0,87,1
Adidas CORE / NEO,1,4599,2299,50,2.8,36,1
Adidas CORE / NEO,1,5999,3599,40,3.7,45,1
Adidas ORIGINALS,1,7999,3999,50,3.0,96,2
Adidas ORIGINALS,1,8999,5399,40,2.2,10,2
Adidas ORIGINALS,1,7999,4799,40,1.0,85,2
Adidas ORIGINALS,1,6599,3959,40,1.5,72,2
Adidas ORIGINALS,1,7999,4799,40,3.5,90,2
Adidas ORIGINALS,0,12999,7799,40,2.2,41,2
Adidas ORIGINALS,0,11999,7199,40,4.2,82,2
Adidas SPORT PERFORMANCE,1,5599,2799,50,4.9,32,3
Adidas CORE / NEO,1,5999,2999,50,3.9,84,1
Adidas CORE / NEO,1,5999,5999,0,3.8,92,1
Adidas CORE / NEO,1,2499,1749,30,4.3,2,1
Adidas ORIGINALS,0,11999,7199,40,3.8,24,2
Adidas CORE / NEO,1,4999,2499,50,4.9,64,1
Adidas SPORT PERFORMANCE,0,11999,7199,40,2.8,20,3
Adidas CORE / NEO,1,3999,2399,40,3.9,52,1
Adidas ORIGINALS,0,13999,13999,0,3.8,37,2
Adidas ORIGINALS,0,7999,7999,0,2.9,31,2
Adidas ORIGINALS,0,12999,12999,0,2.8,63,2
Adidas ORIGINALS,0,10999,10999,0,2.2,56,2
Adidas CORE / NEO,1,4999,4999,0,1.0,55,1
Adidas CORE / NEO,1,5999,3599,40,4.2,31,1
Adidas ORIGINALS,0,9999,4999,50,3.7,61,2
Adidas CORE / NEO,1,5999,2400,60,2.2,80,1
Adidas CORE / NEO,1,4999,2499,50,3.1,17,1
Adidas CORE / NEO,1,6999,3499,50,1.5,88,1
Adidas CORE / NEO,1,5999,2999,50,4.2,81,1
Adidas CORE / NEO,1,4999,4999,0,4.9,7,1
Adidas CORE / NEO,1,5999,2999,50,2.7,63,1
Adidas ORIGINALS,0,14999,8999,40,1.0,60,2
Adidas CORE / NEO,1,4299,2149,50,2.8,78,1
Adidas CORE / NEO,1,3299,1649,50,4.5,28,1
Adidas CORE / NEO,1,3999,1999,50,2.8,98,1
Adidas ORIGINALS,1,7599,5319,30,4.9,70,2
Adidas CORE / NEO,1,4599,2299,50,3.5,95,1
Adidas SPORT PERFORMANCE,1,4599,2759,40,2.0,55,3
Adidas CORE / NEO,1,1499,749,50,3.4,57,1
Adidas CORE / NEO,1,5599,2240,60,1.0,2,1
Adidas CORE / NEO,1,4599,1840,60,4.7,71,1
Adidas ORIGINALS,1,7999,4799,40,3.6,53,2
Adidas ORIGINALS,1,7599,4559,40,2.9,97,2
Adidas ORIGINALS,0,7999,7999,0,4.2,96,2
Adidas ORIGINALS,0,7599,7599,0,1.0,6,2
Adidas CORE / NEO,1,5599,5599,0,3.1,70,1
Adidas CORE / NEO,1,4299,2149,50,0.0,47,1
Adidas CORE / NEO,1,5999,5999,0,4.9,18,1
Adidas ORIGINALS,1,7999,3999,50,4.6,16,2
Adidas CORE / NEO,1,4599,4599,0,3.0,16,1
Adidas CORE / NEO,1,4599,4599,0,4.3,52,1
Adidas CORE / NEO,1,4599,4599,0,3.1,18,1
Adidas CORE / NEO,1,4999,4999,0,2.5,12,1
Adidas CORE / NEO,1,4999,4999,0,3.4,16,1
Adidas CORE / NEO,1,6599,3959,40,3.0,58,1
Adidas CORE / NEO,1,4999,4999,0,2.4,82,1
Adidas CORE / NEO,1,4999,2999,40,4.5,4,1
Adidas CORE / NEO,1,4599,4599,0,2.8,80,1
Adidas ORIGINALS,0,10999,6599,40,3.0,3,2
Adidas ORIGINALS,1,7999,4799,40,4.6,95,2
Adidas ORIGINALS,1,7999,4799,40,1.0,1,2
Adidas CORE / NEO,1,5999,3599,40,3.9,52,1
Adidas ORIGINALS,1,7599,4559,40,5.0,15,2
Adidas CORE / NEO,1,6599,6599,0,3.4,43,1
Adidas ORIGINALS,1,7599,4559,40,3.9,38,2
Adidas CORE / NEO,1,5999,3599,40,3.0,13,1
Adidas CORE / NEO,1,6599,6599,0,4.2,64,1
Adidas SPORT PERFORMANCE,1,2999,2999,0,4.2,91,3
Adidas CORE / NEO,1,7999,4799,40,3.1,9,1
Adidas ORIGINALS,0,7999,7999,0,4.7,9,2
Adidas SPORT PERFORMANCE,1,2799,2799,0,4.7,11,3
Adidas SPORT PERFORMANCE,1,2799,2799,0,4.5,41,3
Adidas SPORT PERFORMANCE,1,2799,2799,0,3.5,92,3
Adidas SPORT PERFORMANCE,1,2799,2799,0,2.7,4,3
Adidas SPORT PERFORMANCE,1,2999,2999,0,1.5,44,3
Adidas SPORT PERFORMANCE,1,2799,2799,0,4.9,28,3
Adidas SPORT PERFORMANCE,1,2999,2999,0,1.5,44,3
Adidas SPORT PERFORMANCE,1,2999,2999,0,3.7,19,3
Adidas SPORT PERFORMANCE,1,2799,2799,0,3.0,18,3
Adidas ORIGINALS,0,7999,7999,0,3.9,17,2
Adidas CORE / NEO,1,4999,2499,50,2.7,51,1
Adidas SPORT PERFORMANCE,1,2799,2799,0,4.7,78,3
Adidas CORE / NEO,1,5299,3179,40,3.2,82,1
Adidas ORIGINALS,0,12999,7799,40,4.4,43,2
Adidas SPORT PERFORMANCE,1,3599,2159,40,2.2,11,3
Adidas SPORT PERFORMANCE,0,7999,7999,0,3.8,60,3
Adidas SPORT PERFORMANCE,1,2799,1679,40,4.0,71,3
Adidas CORE / NEO,1,3999,3199,20,3.1,41,1
Adidas CORE / NEO,1,7999,3999,50,5.0,12,1
Adidas CORE / NEO,1,2499,2499,0,2.4,70,1
Adidas ORIGINALS,0,14999,14999,0,3.5,82,2
Adidas ORIGINALS,0,11999,11999,0,3.3,82,2
Adidas ORIGINALS,0,11999,11999,0,2.0,43,2
Adidas ORIGINALS,0,10999,10999,0,3.7,13,2
Adidas ORIGINALS,1,7599,4559,40,4.2,16,2
Adidas CORE / NEO,1,1499,899,40,4.5,58,1
Adidas ORIGINALS,0,7999,7999,0,2.9,4,2
Adidas SPORT PERFORMANCE,1,4599,2759,40,3.1,52,3
Adidas CORE / NEO,1,6999,3499,50,4.8,4,1
Adidas CORE / NEO,1,4799,2399,50,5.0,50,1
Adidas CORE / NEO,1,5999,2400,60,4.5,31,1
Adidas CORE / NEO,1,5599,2799,50,3.6,23,1
Adidas ORIGINALS,0,12999,6499,50,2.9,31,2
Adidas CORE / NEO,1,7999,3999,50,4.4,90,1
Adidas CORE / NEO,1,4999,2499,50,2.4,80,1
Adidas CORE / NEO,1,5599,2799,50,3.2,93,1
Adidas CORE / NEO,1,1999,999,50,4.9,3,1
Adidas SPORT PERFORMANCE,1,7999,3999,50,2.6,54,3
Adidas CORE / NEO,1,5599,2799,50,3.1,52,1
Adidas CORE / NEO,1,7999,3999,50,5.0,99,1
Adidas CORE / NEO,1,5599,2799,50,4.5,42,1
Adidas CORE / NEO,1,3999,1999,50,0.0,53,1
Adidas CORE / NEO,1,4999,2499,50,2.6,78,1
Adidas CORE / NEO,1,5999,2999,50,1.0,3,1
Adidas ORIGINALS,0,15999,7999,50,2.0,35,2
Adidas CORE / NEO,1,5599,2799,50,2.0,94,1
Adidas CORE / NEO,1,4599,2299,50,3.6,33,1
Adidas ORIGINALS,1,7599,4559,40,2.0,62,2
Adidas ORIGINALS,1,7599,4559,40,2.4,57,2
Adidas ORIGINALS,0,10999,10999,0,3.6,53,2
Adidas ORIGINALS,1,7999,3999,50,2.0,9,2
Adidas CORE / NEO,1,4599,2299,50,4.8,29,1
Adidas ORIGINALS,1,7999,3999,50,4.2,8,2
Adidas CORE / NEO,1,7999,3999,50,3.1,28,1
Adidas ORIGINALS,1,6999,3499,50,2.6,91,2
Adidas CORE / NEO,1,5999,2999,50,4.3,73,1
Adidas CORE / NEO,1,4999,2499,50,3.9,1,1
Adidas CORE / NEO,1,4599,2299,50,2.9,28,1
Adidas ORIGINALS,0,9999,4999,50,3.5,63,2
Adidas CORE / NEO,1,3599,1799,50,3.3,21,1
Adidas CORE / NEO,1,5599,2799,50,3.1,85,1
Adidas CORE / NEO,1,4599,2759,40,4.6,7,1
Adidas CORE / NEO,1,5599,2799,50,4.1,71,1
Adidas CORE / NEO,1,6599,3299,50,4.7,77,1
Adidas ORIGINALS,1,7599,4559,40,4.8,7,2
Adidas CORE / NEO,1,5999,2999,50,4.4,73,1
Adidas CORE / NEO,1,5599,2799,50,4.5,54,1
Adidas CORE / NEO,1,3999,1999,50,3.3,75,1
Adidas ORIGINALS,1,7599,3799,50,4.1,63,2
Adidas SPORT PERFORMANCE,0,12999,6499,50,3.4,65,3
Adidas CORE / NEO,1,3599,1799,50,2.4,1,1
Adidas ORIGINALS,0,11999,5999,50,3.1,25,2
Adidas SPORT PERFORMANCE,1,2799,1679,40,2.8,57,3
Adidas ORIGINALS,1,7999,4799,40,0.0,34,2
Adidas CORE / NEO,1,4799,2399,50,0.0,86,1
Adidas ORIGINALS,1,7999,3999,50,0.0,67,2
Adidas ORIGINALS,0,10999,5499,50,1.5,64,2
Adidas ORIGINALS,1,7999,3999,50,3.1,90,2
Adidas CORE / NEO,1,6999,3499,50,3.3,27,1
Adidas CORE / NEO,1,4999,2499,50,4.7,29,1
Adidas ORIGINALS,0,7999,7999,0,3.8,25,2
Adidas CORE / NEO,1,5999,2999,50,4.4,52,1
Adidas CORE / NEO,1,5999,2999,50,4.9,75,1
Adidas CORE / NEO,1,4299,2149,50,3.6,77,1
Adidas CORE / NEO,1,7999,3999,50,4.4,56,1
Adidas CORE / NEO,1,6999,3499,50,3.2,62,1
Adidas CORE / NEO,1,5299,2649,50,5.0,97,1
Adidas CORE / NEO,1,5999,2999,50,4.8,35,1
Adidas CORE / NEO,1,6999,3499,50,1.0,59,1
Adidas CORE / NEO,1,4999,2499,50,2.2,6,1
Adidas ORIGINALS,0,7599,7599,0,1.5,86,2
Adidas ORIGINALS,1,7599,3799,50,2.0,28,2
Adidas CORE / NEO,1,4299,2149,50,2.9,18,1
Adidas ORIGINALS,0,10999,10999,0,4.0,13,2
Adidas ORIGINALS,0,7999,7999,0,2.8,95,2
Adidas CORE / NEO,1,3799,1899,50,2.6,43,1
Adidas ORIGINALS,0,15999,7999,50,3.8,31,2
Adidas SPORT PERFORMANCE,1,2799,1399,50,4.2,19,3
Adidas CORE / NEO,1,7999,3999,50,3.0,61,1
Adidas CORE / NEO,1,4299,2149,50,3.5,8,1
Adidas CORE / NEO,1,4299,2149,50,3.6,93,1
Adidas SPORT PERFORMANCE,1,4999,2499,50,4.4,10,3
Adidas CORE / NEO,1,5999,2999,50,3.4,19,1
Adidas ORIGINALS,0,9999,4999,50,2.0,61,2
Adidas ORIGINALS,0,15999,7999,50,1.5,81,2
Adidas CORE / NEO,1,4999,2499,50,5.0,48,1
Adidas ORIGINALS,0,15999,9599,40,4.4,75,2
Adidas ORIGINALS,1,7999,4799,40,1.0,10,2
Adidas SPORT PERFORMANCE,1,4999,2499,50,2.2,71,3
Adidas ORIGINALS,0,12999,7799,40,4.0,68,2
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.4,76,3
Adidas SPORT PERFORMANCE,1,4999,2499,50,4.0,82,3
Adidas SPORT PERFORMANCE,1,4999,2499,50,4.4,62,3
Adidas SPORT PERFORMANCE,0,15999,9599,40,4.3,6,3
Adidas SPORT PERFORMANCE,1,4999,2999,40,2.5,83,3
Adidas ORIGINALS,0,12999,7799,40,2.6,34,2
Adidas CORE / NEO,1,6599,4619,30,3.6,34,1
Adidas SPORT PERFORMANCE,1,3999,2799,30,3.5,54,3
Adidas CORE / NEO,1,4999,4999,0,2.4,26,1
Adidas CORE / NEO,1,4999,4999,0,3.1,96,1
Adidas ORIGINALS,0,9999,4999,50,0.0,47,2
Adidas ORIGINALS,1,7999,3999,50,2.2,98,2
Adidas ORIGINALS,0,15999,7999,50,4.0,69,2
Adidas ORIGINALS,0,15999,7999,50,2.5,46,2
Adidas ORIGINALS,1,7999,3999,50,2.5,36,2
Adidas CORE / NEO,1,3999,3999,0,3.3,85,1
Adidas SPORT PERFORMANCE,0,11999,8399,30,2.6,56,3
Adidas SPORT PERFORMANCE,1,4599,4599,0,0.0,50,3
Adidas ORIGINALS,0,11999,5999,50,4.4,48,2
Adidas CORE / NEO,1,5999,2999,50,2.7,35,1
Adidas CORE / NEO,1,6999,3499,50,4.2,23,1
Adidas SPORT PERFORMANCE,1,5999,5999,0,3.8,58,3
Adidas CORE / NEO,1,5599,2799,50,2.5,95,1
Adidas ORIGINALS,1,7999,3999,50,2.0,0,2
Adidas ORIGINALS,1,7599,3799,50,1.5,65,2
Adidas ORIGINALS,1,8999,3600,60,2.2,2,2
Adidas ORIGINALS,1,6999,3499,50,2.4,83,2
Adidas CORE / NEO,1,4599,2299,50,3.1,28,1
Adidas CORE / NEO,1,5999,2999,50,2.2,61,1
Adidas CORE / NEO,1,2999,1499,50,1.0,40,1
Adidas CORE / NEO,1,4999,2499,50,3.5,67,1
Adidas ORIGINALS,0,13999,13999,0,3.8,0,2
Adidas ORIGINALS,1,8999,5399,40,2.0,84,2
Adidas ORIGINALS,0,11999,4800,60,1.0,2,2
Adidas CORE / NEO,1,6599,3299,50,4.2,95,1
Adidas CORE / NEO,1,7999,3999,50,2.5,45,1
Adidas CORE / NEO,1,5299,2649,50,3.9,31,1
Adidas CORE / NEO,1,7999,3999,50,2.0,87,1
Adidas CORE / NEO,1,5299,2649,50,2.4,2,1
Adidas CORE / NEO,1,5299,2649,50,2.8,92,1
Adidas CORE / NEO,1,5599,2799,50,4.2,12,1
Adidas CORE / NEO,1,7999,3999,50,4.2,78,1
Adidas ORIGINALS,1,7599,4559,40,3.9,60,2
Adidas ORIGINALS,0,12999,5200,60,2.7,44,2
Adidas CORE / NEO,1,4599,2299,50,3.0,88,1
Adidas CORE / NEO,1,4999,2499,50,3.8,73,1
Adidas CORE / NEO,1,5299,2649,50,2.9,1,1
Adidas CORE / NEO,1,6999,3499,50,2.5,33,1
Adidas CORE / NEO,1,4999,2499,50,3.5,49,1
Adidas CORE / NEO,1,4999,2499,50,2.0,39,1
Adidas CORE / NEO,1,4299,2149,50,3.2,50,1
Adidas CORE / NEO,1,4999,2499,50,4.2,85,1
Adidas CORE / NEO,1,7999,3999,50,1.0,45,1
Adidas ORIGINALS,0,11999,7199,40,4.6,95,2
Adidas CORE / NEO,1,5599,2799,50,4.4,95,1
Adidas CORE / NEO,1,3599,1799,50,4.0,10,1
Adidas CORE / NEO,1,3799,1899,50,4.3,9,1
Adidas CORE / NEO,1,4599,2299,50,3.1,65,1
Adidas CORE / NEO,1,4299,2149,50,2.2,27,1
Adidas CORE / NEO,1,4599,2299,50,3.2,46,1
Adidas CORE / NEO,1,3999,1999,50,4.9,65,1
Adidas CORE / NEO,1,3999,1999,50,3.6,5,1
Adidas SPORT PERFORMANCE,1,2799,1679,40,2.4,95,3
Adidas ORIGINALS,0,11999,7199,40,1.5,24,2
Adidas CORE / NEO,1,3599,1799,50,2.4,24,1
Adidas CORE / NEO,1,4599,1840,60,4.0,29,1
Adidas CORE / NEO,1,4999,2000,60,2.8,3,1
Adidas ORIGINALS,0,10999,10999,0,4.8,25,2
Adidas CORE / NEO,1,4999,2000,60,4.7,39,1
Adidas CORE / NEO,1,4599,1840,60,1.0,0,1
Adidas ORIGINALS,1,7599,3799,50,3.8,12,2
Adidas ORIGINALS,1,7999,3999,50,4.8,73,2
Adidas ORIGINALS,1,7999,3999,50,4.6,11,2
Adidas ORIGINALS,1,8999,4499,50,4.5,96,2
Adidas CORE / NEO,1,4999,2000,60,3.0,85,1
Adidas SPORT PERFORMANCE,1,8999,4499,50,4.1,50,3
Adidas ORIGINALS,0,13999,13999,0,3.1,14,2
