Brand,cluster,Listing Price,Sale Price,Discount,Rating,Reviews,Brand_Encoded
Adidas CORE / NEO,1,4999,2999,40,4.3,65,1
Adidas CORE / NEO,1,5299,3179,40,4.8,85,1
Adidas CORE / NEO,1,8999,5399,40,1.5,66,1
Adidas ORIGINALS,0,12999,12999,0,3.3,82,2
Adidas SPORT PERFORMANCE,1,5599,2799,50,2.9,44,3
Adidas CORE / NEO,1,5599,3359,40,4.0,56,1
Adidas SPORT PERFORMANCE,1,4599,2299,50,2.9,42,3
Adidas CORE / NEO,1,5999,3599,40,4.0,20,1
Adidas SPORT PERFORMANCE,1,5599,2799,50,4.0,20,3
Adidas CORE / NEO,1,7999,4799,40,3.2,91,1
Adidas CORE / NEO,1,5599,3359,40,3.6,30,1
Adidas SPORT PERFORMANCE,0,14999,8999,40,4.2,0,3
Adidas SPORT PERFORMANCE,0,11999,7199,40,3.4,43,3
Adidas SPORT PERFORMANCE,1,4599,2759,40,4.8,61,3
Adidas SPORT PERFORMANCE,1,6599,3959,40,3.5,13,3
Adidas SPORT PERFORMANCE,1,4599,2759,40,2.2,3,3
Adidas SPORT PERFORMANCE,1,6599,3959,40,3.4,48,3
Adidas CORE / NEO,1,5999,5999,0,5.0,89,1
Adidas ORIGINALS,1,7999,4799,40,2.2,5,2
Adidas ORIGINALS,1,8999,5399,40,3.0,24,2
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.9,83,3
Adidas ORIGINALS,1,7599,4559,40,2.6,37,2
Adidas ORIGINALS,1,8999,5399,40,5.0,61,2
Adidas ORIGINALS,0,11999,7199,40,4.5,13,2
Adidas ORIGINALS,1,6599,3959,40,4.5,46,2
Adidas CORE / NEO,1,6999,4199,40,4.7,16,1
Adidas ORIGINALS,1,7999,4799,40,4.4,23,2
Adidas ORIGINALS,1,7599,4559,40,2.8,23,2
Adidas ORIGINALS,0,11999,7199,40,4.7,12,2
Adidas ORIGINALS,1,7599,4559,40,2.4,66,2
Adidas ORIGINALS,1,7599,4559,40,4.3,23,2
Adidas ORIGINALS,1,7999,4799,40,3.9,68,2
Adidas SPORT PERFORMANCE,1,5999,2999,50,3.7,11,3
Adidas ORIGINALS,1,5999,2999,50,4.2,79,2
Adidas ORIGINALS,0,10999,4400,60,4.9,3,2
Adidas SPORT PERFORMANCE,0,9999,4999,50,4.6,13,3
Adidas SPORT PERFORMANCE,1,5999,3599,40,4.8,23,3
Adidas CORE / NEO,1,4299,2149,50,4.0,13,1
Adidas ORIGINALS,0,13999,8399,40,3.6,49,2
Adidas SPORT PERFORMANCE,1,2999,1499,50,3.4,57,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,0.0,18,3
Adidas SPORT PERFORMANCE,1,4599,4599,0,3.4,27,3
Adidas SPORT PERFORMANCE,1,7999,4799,40,0.0,93,3
Adidas CORE / NEO,1,5599,2799,50,3.6,86,1
Adidas SPORT PERFORMANCE,1,5999,3599,40,3.6,15,3
Adidas SPORT PERFORMANCE,1,4299,2149,50,4.9,45,3
Adidas CORE / NEO,1,4999,2999,40,4.2,80,1
Adidas SPORT PERFORMANCE,1,3999,2399,40,4.0,30,3
Adidas SPORT PERFORMANCE,1,4299,2149,50,4.9,10,3
Adidas SPORT PERFORMANCE,1,4599,2759,40,0.0,4,3
Adidas SPORT PERFORMANCE,1,4799,2879,40,2.6,2,3
Adidas SPORT PERFORMANCE,1,6599,3959,40,3.8,83,3
Adidas SPORT PERFORMANCE,1,4599,4599,0,4.1,85,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,4.4,88,3
Adidas SPORT PERFORMANCE,1,4799,2879,40,4.5,16,3
Adidas SPORT PERFORMANCE,1,4599,4599,0,3.4,28,3
Adidas SPORT PERFORMANCE,1,4599,4599,0,4.4,98,3
Adidas SPORT PERFORMANCE,1,6599,6599,0,3.7,74,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,2.0,20,3
Adidas SPORT PERFORMANCE,1,4599,4599,0,4.7,42,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,3.2,15,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,3.9,20,3
Adidas SPORT PERFORMANCE,1,6599,6599,0,5.0,61,3
Adidas SPORT PERFORMANCE,1,6599,6599,0,3.5,78,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,0.0,0,3
Adidas SPORT PERFORMANCE,1,6999,6999,0,2.6,26,3
Adidas SPORT PERFORMANCE,1,5999,5999,0,4.7,12,3
Adidas SPORT PERFORMANCE,1,4999,3999,20,4.4,16,3
Adidas SPORT PERFORMANCE,0,10999,10999,0,0.0,59,3
Adidas ORIGINALS,1,7999,3999,50,3.2,8,2
Adidas SPORT PERFORMANCE,1,4999,3999,20,4.9,92,3
Adidas SPORT PERFORMANCE,1,4999,3999,20,3.1,95,3
Adidas ORIGINALS,0,10999,5499,50,3.6,36,2
Adidas ORIGINALS,1,7999,3999,50,3.5,65,2
Adidas ORIGINALS,1,5999,2999,50,2.6,43,2
Adidas ORIGINALS,1,7999,3999,50,5.0,79,2
Adidas ORIGINALS,1,8599,4299,50,4.9,99,2
Adidas ORIGINALS,1,7999,3999,50,4.0,27,2
Adidas ORIGINALS,1,6999,3499,50,2.6,2,2
Adidas ORIGINALS,0,10999,5499,50,4.9,58,2
Adidas SPORT PERFORMANCE,0,13999,6999,50,2.5,8,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,3.7,4,3
Adidas ORIGINALS,0,9999,4999,50,2.4,29,2
Adidas ORIGINALS,1,7999,3999,50,3.4,46,2
Adidas ORIGINALS,1,8599,4299,50,4.7,72,2
Adidas SPORT PERFORMANCE,1,3999,1999,50,4.4,24,3
Adidas CORE / NEO,1,899,449,50,3.1,36,1
Adidas CORE / NEO,1,4599,2299,50,4.3,97,1
Adidas CORE / NEO,1,999,499,50,5.0,1,1
Adidas CORE / NEO,1,4299,2149,50,4.9,7,1
Adidas CORE / NEO,1,5599,2799,50,3.9,18,1
Adidas CORE / NEO,1,5599,2799,50,3.5,1,1
Adidas CORE / NEO,1,4999,2499,50,4.6,53,1
Adidas ORIGINALS,1,6999,3499,50,3.6,74,2
Adidas CORE / NEO,1,5599,2799,50,4.7,22,1
Adidas SPORT PERFORMANCE,1,2799,1679,40,3.9,88,3
Adidas ORIGINALS,1,8999,4499,50,2.9,49,2
Adidas ORIGINALS,1,7999,3999,50,2.8,85,2
Adidas CORE / NEO,1,5999,2999,50,3.5,43,1
Adidas ORIGINALS,0,12999,6499,50,3.9,36,2
Adidas ORIGINALS,0,11999,5999,50,2.5,23,2
Adidas ORIGINALS,1,7999,3999,50,4.6,48,2
Adidas ORIGINALS,1,7999,3999,50,2.6,54,2
Adidas ORIGINALS,0,11999,5999,50,3.0,70,2
Adidas ORIGINALS,0,14999,7499,50,3.0,16,2
Adidas ORIGINALS,1,7999,3999,50,2.2,20,2
Adidas ORIGINALS,1,8999,4499,50,4.5,61,2
Adidas ORIGINALS,0,9999,4999,50,3.3,58,2
Adidas ORIGINALS,1,8999,4499,50,3.3,11,2
Adidas ORIGINALS,0,14999,7499,50,3.5,81,2
Adidas ORIGINALS,1,5999,2999,50,2.9,30,2
Adidas ORIGINALS,1,7999,3999,50,3.3,52,2
Adidas ORIGINALS,0,12999,6499,50,4.8,50,2
Adidas ORIGINALS,1,7999,3999,50,3.7,2,2
Adidas ORIGINALS,1,8999,4499,50,2.4,50,2
Adidas ORIGINALS,1,7599,3799,50,2.9,2,2
Adidas ORIGINALS,1,7999,3999,50,3.4,3,2
Adidas ORIGINALS,0,9999,4999,50,2.4,90,2
Adidas ORIGINALS,1,8599,4299,50,4.0,47,2
Adidas SPORT PERFORMANCE,1,6599,3959,40,2.4,63,3
Adidas ORIGINALS,0,10999,5499,50,3.4,46,2
Adidas ORIGINALS,1,7999,3999,50,2.0,56,2
Adidas CORE / NEO,1,5599,2799,50,3.1,86,1
Adidas CORE / NEO,1,5999,2999,50,3.1,33,1
Adidas CORE / NEO,1,5999,2999,50,3.0,0,1
Adidas CORE / NEO,1,5999,2999,50,3.3,39,1
Adidas CORE / NEO,1,5599,2799,50,1.0,34,1
Adidas ORIGINALS,0,9999,4999,50,3.7,78,2
Adidas CORE / NEO,1,5999,2999,50,3.6,10,1
Adidas CORE / NEO,1,5999,2999,50,1.5,2,1
Adidas CORE / NEO,1,4999,2499,50,3.1,56,1
Adidas CORE / NEO,1,3999,1999,50,4.0,30,1
Adidas CORE / NEO,1,4799,2399,50,3.9,18,1
Adidas ORIGINALS,1,7599,4559,40,2.9,83,2
Adidas CORE / NEO,1,5999,2999,50,3.0,88,1
Adidas ORIGINALS,0,12999,7799,40,2.9,98,2
Adidas ORIGINALS,0,10999,6599,40,4.2,82,2
Adidas ORIGINALS,0,10999,6599,40,4.8,26,2
Adidas ORIGINALS,1,7599,4559,40,0.0,56,2
Adidas ORIGINALS,1,7599,4559,40,4.9,12,2
Adidas ORIGINALS,0,10999,6599,40,3.0,88,2
Adidas ORIGINALS,0,12999,7799,40,2.5,52,2
Adidas ORIGINALS,1,7999,4799,40,4.4,59,2
Adidas ORIGINALS,1,7599,4559,40,2.8,0,2
Adidas ORIGINALS,0,10999,6599,40,1.5,36,2
Adidas SPORT PERFORMANCE,0,11999,7199,40,0.0,90,3
Adidas SPORT PERFORMANCE,1,8999,4499,50,4.2,20,3
Adidas ORIGINALS,1,7599,4559,40,3.2,36,2
Adidas ORIGINALS,1,7999,4799,40,3.0,62,2
Adidas CORE / NEO,1,1499,1499,0,4.5,21,1
Adidas SPORT PERFORMANCE,1,7999,3999,50,3.1,90,3
Adidas CORE / NEO,1,2699,1889,30,4.6,84,1
Adidas ORIGINALS,1,6999,3499,50,2.4,48,2
Adidas SPORT PERFORMANCE,1,2999,1799,40,4.8,32,3
Adidas ORIGINALS,1,7599,3799,50,3.6,40,2
Adidas ORIGINALS,1,8999,4499,50,2.6,10,2
Adidas ORIGINALS,1,7999,3999,50,4.7,21,2
Adidas ORIGINALS,1,7999,3999,50,4.2,40,2
Adidas SPORT PERFORMANCE,1,2999,1799,40,4.7,51,3
Adidas CORE / NEO,1,5299,2649,50,4.2,35,1
Adidas ORIGINALS,1,7999,3999,50,2.5,47,2
Adidas CORE / NEO,1,6599,3959,40,1.0,18,1
Adidas CORE / NEO,1,5599,2799,50,4.4,37,1
Adidas CORE / NEO,1,4599,2299,50,3.3,26,1
Adidas CORE / NEO,1,5999,2999,50,1.0,89,1
Adidas CORE / NEO,1,5599,2799,50,2.2,19,1
Adidas CORE / NEO,1,5599,2799,50,1.0,9,1
Adidas CORE / NEO,1,5599,2799,50,1.0,4,1
Adidas CORE / NEO,1,1499,749,50,4.2,36,1
Adidas ORIGINALS,1,8999,5399,40,1.5,78,2
Adidas SPORT PERFORMANCE,0,9999,5999,40,4.6,10,3
Adidas SPORT PERFORMANCE,1,4799,2879,40,1.0,21,3
Adidas ORIGINALS,0,12999,9099,30,2.6,54,2
Adidas ORIGINALS,0,10999,10999,0,0.0,68,2
Adidas ORIGINALS,1,7999,3999,50,2.4,35,2
Adidas CORE / NEO,1,4999,2499,50,4.3,24,1
Adidas CORE / NEO,1,6999,3499,50,1.5,52,1
Adidas CORE / NEO,1,4599,2759,40,3.7,10,1
Adidas CORE / NEO,1,4999,2499,50,4.6,87,1
Adidas CORE / NEO,1,4999,2499,50,4.1,83,1
Adidas CORE / NEO,1,8999,4499,50,2.2,76,1
Adidas SPORT PERFORMANCE,0,14999,8999,40,3.5,34,3
Adidas SPORT PERFORMANCE,1,2799,1679,40,3.2,3,3
Adidas SPORT PERFORMANCE,1,2499,1249,50,2.9,50,3
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.8,23,3
Adidas SPORT PERFORMANCE,1,2499,1249,50,2.8,23,3
Adidas SPORT PERFORMANCE,1,4599,2759,40,3.8,58,3
Adidas SPORT PERFORMANCE,0,12999,7799,40,3.8,1,3
Adidas SPORT PERFORMANCE,1,4299,2579,40,4.2,74,3
Adidas CORE / NEO,1,2799,2799,0,4.2,98,1
Adidas SPORT PERFORMANCE,1,4299,2579,40,4.5,73,3
Adidas SPORT PERFORMANCE,1,3599,3599,0,2.4,16,3
Adidas SPORT PERFORMANCE,0,10999,6599,40,2.2,88,3
Adidas ORIGINALS,0,12999,6499,50,2.6,31,2
Adidas SPORT PERFORMANCE,1,7999,4799,40,2.8,41,3
Adidas SPORT PERFORMANCE,0,9999,5999,40,1.5,2,3
Adidas SPORT PERFORMANCE,0,8999,8999,0,3.6,51,3
Adidas SPORT PERFORMANCE,0,9999,5999,40,3.8,50,3
Adidas SPORT PERFORMANCE,0,9999,5999,40,2.6,29,3
Adidas CORE / NEO,1,7999,4799,40,1.5,34,1
Adidas CORE / NEO,1,5299,3179,40,1.5,34,1
Adidas CORE / NEO,1,1499,899,40,3.0,10,1
Adidas SPORT PERFORMANCE,1,3299,1979,40,1.5,63,3
Adidas ORIGINALS,0,14999,8999,40,4.9,69,2
Adidas CORE / NEO,1,5599,3359,40,4.1,77,1
Adidas ORIGINALS,1,6999,4199,40,4.5,99,2
Adidas ORIGINALS,1,7999,4799,40,2.8,23,2
Adidas CORE / NEO,1,2699,1889,30,3.0,82,1
Adidas ORIGINALS,1,7599,4559,40,2.8,6,2
Adidas CORE / NEO,1,4999,2499,50,4.1,12,1
Adidas ORIGINALS,1,7599,4559,40,0.0,68,2
Adidas CORE / NEO,1,5999,3599,40,2.9,7,1
Adidas ORIGINALS,1,7999,4799,40,3.8,0,2
Adidas ORIGINALS,0,11999,7199,40,2.7,9,2
Adidas CORE / NEO,1,4599,2299,50,4.1,75,1
Adidas ORIGINALS,1,6599,3959,40,3.7,64,2
Adidas CORE / NEO,1,5999,3599,40,2.2,27,1
Adidas CORE / NEO,1,4999,2999,40,3.3,97,1
Adidas CORE / NEO,1,4599,2759,40,1.0,19,1
Adidas CORE / NEO,1,4599,2759,40,3.6,73,1
Adidas CORE / NEO,1,6599,3959,40,3.0,19,1
Adidas CORE / NEO,1,6599,3959,40,2.2,34,1
Adidas ORIGINALS,1,7999,5599,30,1.0,4,2
Adidas CORE / NEO,1,5999,3599,40,4.9,50,1
Adidas ORIGINALS,0,10999,7699,30,3.5,36,2
Adidas ORIGINALS,0,9999,9999,0,2.2,1,2
Adidas CORE / NEO,1,6999,5599,20,3.2,43,1
Adidas CORE / NEO,1,4999,2499,50,0.0,80,1
Adidas CORE / NEO,1,4799,3839,20,3.7,34,1
Adidas SPORT PERFORMANCE,1,7999,4799,40,2.2,88,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,2.6,38,3
Adidas CORE / NEO,1,6599,3299,50,2.9,45,1
Adidas CORE / NEO,1,4299,3439,20,4.9,80,1
Adidas SPORT PERFORMANCE,0,13999,5600,60,4.0,86,3
Adidas SPORT PERFORMANCE,0,13999,5600,60,2.6,97,3
Adidas SPORT PERFORMANCE,0,13999,5600,60,2.8,15,3
Adidas SPORT PERFORMANCE,0,13999,5600,60,2.4,56,3
Adidas SPORT PERFORMANCE,0,13999,5600,60,4.8,16,3
Adidas SPORT PERFORMANCE,1,4599,2299,50,3.5,97,3
Adidas SPORT PERFORMANCE,1,2799,1679,40,4.4,7,3
Adidas CORE / NEO,1,1499,899,40,2.2,24,1
Adidas SPORT PERFORMANCE,1,5999,2999,50,2.7,0,3
Adidas CORE / NEO,1,1199,599,50,4.5,39,1
Adidas CORE / NEO,1,6599,3299,50,2.9,54,1
Adidas SPORT PERFORMANCE,0,12999,12999,0,3.9,62,3
Adidas SPORT PERFORMANCE,0,14999,7499,50,4.3,83,3
Adidas SPORT PERFORMANCE,1,5999,3599,40,2.6,50,3
Adidas ORIGINALS,0,11999,5999,50,2.5,18,2
Adidas CORE / NEO,1,4999,4999,0,3.6,54,1
Adidas SPORT PERFORMANCE,1,4599,2759,40,4.7,52,3
Adidas CORE / NEO,0,7999,7999,0,4.8,76,1
Adidas CORE / NEO,0,7999,7999,0,4.8,78,1
Adidas SPORT PERFORMANCE,1,7999,3200,60,2.0,1,3
Adidas CORE / NEO,1,6599,6599,0,4.0,59,1
Adidas CORE / NEO,1,6599,6599,0,3.7,85,1
Adidas CORE / NEO,1,5999,5999,0,3.0,75,1
Adidas SPORT PERFORMANCE,1,2499,1499,40,2.5,16,3
Adidas CORE / NEO,1,6999,6999,0,2.9,7,1
Adidas CORE / NEO,1,6599,6599,0,4.1,34,1
Adidas CORE / NEO,1,6999,6999,0,3.8,79,1
Adidas SPORT PERFORMANCE,0,12999,12999,0,4.2,48,3
Adidas SPORT PERFORMANCE,1,3999,3999,0,2.2,72,3
Adidas SPORT PERFORMANCE,1,3999,3999,0,4.1,40,3
Adidas SPORT PERFORMANCE,1,4999,4999,0,2.5,82,3
Adidas SPORT PERFORMANCE,1,5599,5599,0,1.0,68,3
Adidas SPORT PERFORMANCE,1,4999,4999,0,3.0,18,3
Adidas SPORT PERFORMANCE,1,3999,3999,0,3.8,98,3
Adidas SPORT PERFORMANCE,1,5599,5599,0,3.3,91,3
Adidas CORE / NEO,1,5999,5999,0,4.7,0,1
Adidas SPORT PERFORMANCE,0,9999,9999,0,4.6,94,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,3.0,5,3
Adidas SPORT PERFORMANCE,1,2499,1499,40,2.0,66,3
Adidas SPORT PERFORMANCE,1,2799,1679,40,4.8,66,3
Adidas SPORT PERFORMANCE,0,10999,10999,0,3.2,79,3
Adidas SPORT PERFORMANCE,0,10999,10999,0,3.4,18,3
Adidas SPORT PERFORMANCE,0,10999,10999,0,4.7,78,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,4.3,30,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,2.6,83,3
Adidas SPORT PERFORMANCE,0,14999,14999,0,2.7,25,3
Adidas SPORT PERFORMANCE,0,11999,11999,0,4.2,66,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,4.1,25,3
Adidas SPORT PERFORMANCE,0,9999,9999,0,4.7,54,3
Adidas ORIGINALS,1,6999,3499,50,4.4,4,2
Adidas CORE / NEO,1,4999,2499,50,3.3,78,1
Adidas SPORT PERFORMANCE,0,9999,9999,0,3.2,98,3
Adidas ORIGINALS,0,10999,10999,0,4.5,1,2
Adidas ORIGINALS,1,7999,4799,40,3.3,90,2
Adidas CORE / NEO,1,3299,3299,0,3.1,51,1
Adidas ORIGINALS,0,11999,7199,40,2.4,15,2
Adidas CORE / NEO,1,5999,4199,30,4.7,72,1
Adidas ORIGINALS,0,10999,6599,40,4.6,11,2
Adidas CORE / NEO,1,5999,4199,30,3.2,14,1
Adidas CORE / NEO,1,5999,4199,30,4.9,2,1
Adidas CORE / NEO,1,4999,2999,40,3.9,48,1
Adidas CORE / NEO,1,5999,4199,30,1.5,65,1
Adidas SPORT PERFORMANCE,1,7999,4799,40,3.7,85,3
Adidas CORE / NEO,1,4599,4599,0,4.2,5,1
Adidas ORIGINALS,0,10999,10999,0,3.5,67,2
Adidas SPORT PERFORMANCE,1,7999,4799,40,4.6,57,3
Adidas SPORT PERFORMANCE,1,6599,3959,40,2.2,78,3
Adidas SPORT PERFORMANCE,1,6599,3959,40,5.0,19,3
Adidas SPORT PERFORMANCE,0,10999,6599,40,2.5,14,3
Adidas SPORT PERFORMANCE,0,14999,10499,30,5.0,52,3
Adidas SPORT PERFORMANCE,0,9999,5999,40,1.0,64,3
Adidas SPORT PERFORMANCE,1,4499,2249,50,2.2,23,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,4.1,88,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,2.7,23,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,3.2,18,3
Adidas SPORT PERFORMANCE,0,14999,7499,50,4.7,27,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,5.0,34,3
Adidas SPORT PERFORMANCE,1,4599,2299,50,3.4,86,3
Adidas SPORT PERFORMANCE,1,4599,2299,50,4.2,65,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,2.2,74,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,3.6,24,3
Adidas SPORT PERFORMANCE,1,5999,2999,50,4.7,96,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,4.9,86,3
Adidas SPORT PERFORMANCE,0,13999,6999,50,1.5,29,3
Adidas SPORT PERFORMANCE,0,14999,7499,50,3.0,12,3
Adidas SPORT PERFORMANCE,1,6599,3299,50,2.5,46,3
Adidas SPORT PERFORMANCE,1,4599,2299,50,2.2,51,3
Adidas SPORT PERFORMANCE,1,4599,2299,50,2.8,47,3
Adidas SPORT PERFORMANCE,1,4599,2299,50,3.9,85,3
Adidas CORE / NEO,1,3599,2159,40,1.0,77,1
Adidas SPORT PERFORMANCE,1,5999,2999,50,2.0,20,3
Adidas CORE / NEO,1,1999,1999,0,4.8,42,1
Adidas SPORT PERFORMANCE,0,12999,6499,50,4.9,8,3
Adidas CORE / NEO,1,4999,2499,50,0.0,12,1
Adidas SPORT PERFORMANCE,0,11999,5999,50,3.5,72,3
Adidas SPORT PERFORMANCE,0,14999,7499,50,2.5,84,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,1.0,28,3
Adidas SPORT PERFORMANCE,0,11999,5999,50,4.5,79,3
Adidas SPORT PERFORMANCE,0,9999,4999,50,2.8,53,3
Adidas SPORT PERFORMANCE,0,10999,5499,50,2.8,43,3
Adidas SPORT PERFORMANCE,1,4999,2499,50,3.1,7,3
Adidas SPORT PERFORMANCE,0,9999,5999,40,2.4,43,3
Adidas ORIGINALS,1,3599,3599,0,3.7,11,2
Adidas SPORT PERFORMANCE,1,4599,2759,40,1.5,39,3
Adidas ORIGINALS,1,7999,5599,30,2.0,85,2
Adidas SPORT PERFORMANCE,1,2799,2799,0,4.6,85,3
Adidas SPORT PERFORMANCE,1,8999,4499,50,2.6,40,3
Adidas ORIGINALS,0,7999,7999,0,3.3,92,2
Adidas ORIGINALS,1,2999,2999,0,4.2,54,2
Adidas ORIGINALS,1,2999,2999,0,3.3,95,2
Adidas SPORT PERFORMANCE,1,4999,2499,50,2.0,14,3
Adidas SPORT PERFORMANCE,1,2799,1679,40,4.5,3,3
Adidas SPORT PERFORMANCE,0,12999,12999,0,2.7,58,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,2.4,72,3
Adidas ORIGINALS,1,2999,2999,0,3.7,32,2
Adidas CORE / NEO,1,4999,2499,50,1.5,30,1
Adidas CORE / NEO,1,5999,5999,0,3.8,93,1
Adidas CORE / NEO,1,5999,5999,0,4.3,4,1
Adidas ORIGINALS,0,12999,7799,40,4.7,36,2
Adidas CORE / NEO,1,6999,6999,0,2.0,95,1
Adidas CORE / NEO,1,5599,5599,0,4.8,69,1
Adidas CORE / NEO,0,7999,7999,0,4.4,6,1
Adidas CORE / NEO,0,7999,7999,0,4.8,91,1
Adidas ORIGINALS,0,12999,12999,0,4.3,88,2
Adidas CORE / NEO,1,3299,3299,0,2.5,5,1
Adidas ORIGINALS,0,10999,10999,0,2.8,8,2
Adidas ORIGINALS,0,10999,10999,0,1.0,6,2
Adidas ORIGINALS,0,7599,7599,0,2.5,64,2
Adidas ORIGINALS,0,7999,7999,0,4.9,27,2
Adidas CORE / NEO,1,5299,5299,0,3.6,21,1
Adidas ORIGINALS,1,6999,6999,0,3.8,56,2
Adidas ORIGINALS,0,7999,7999,0,4.0,34,2
Adidas CORE / NEO,1,4299,2149,50,0.0,24,1
Adidas ORIGINALS,0,7999,7999,0,0.0,51,2
Adidas ORIGINALS,0,7999,7999,0,4.6,93,2
Adidas ORIGINALS,0,7999,7999,0,2.4,12,2
Adidas ORIGINALS,0,8999,8999,0,0.0,21,2
Adidas ORIGINALS,0,7999,7999,0,3.5,52,2
Adidas CORE / NEO,1,4599,4599,0,3.0,62,1
Adidas SPORT PERFORMANCE,1,6599,3959,40,3.5,30,3
Adidas SPORT PERFORMANCE,1,5999,3599,40,2.2,87,3
Adidas CORE / NEO,1,6599,3959,40,3.1,56,1
Adidas ORIGINALS,1,5999,3599,40,2.6,97,2
Adidas ORIGINALS,0,8999,8999,0,3.8,25,2
Adidas CORE / NEO,1,5599,3359,40,4.4,13,1
Adidas ORIGINALS,0,7999,7999,0,3.5,43,2
Adidas ORIGINALS,0,7999,7999,0,4.0,80,2
Adidas ORIGINALS,0,10999,10999,0,2.8,20,2
Adidas ORIGINALS,0,7599,7599,0,3.8,77,2
Adidas ORIGINALS,0,9999,9999,0,4.4,44,2
Adidas ORIGINALS,0,11999,11999,0,3.4,63,2
Adidas ORIGINALS,0,8999,8999,0,4.7,40,2
Adidas ORIGINALS,0,7999,7999,0,4.2,62,2
Adidas SPORT PERFORMANCE,0,14999,7499,50,4.9,75,3
Adidas ORIGINALS,0,7999,7999,0,4.6,86,2
Adidas SPORT PERFORMANCE,1,8999,4499,50,2.6,15,3
Adidas SPORT PERFORMANCE,1,4599,2759,40,5.0,64,3
Adidas ORIGINALS,0,12999,12999,0,3.2,71,2
Adidas SPORT PERFORMANCE,1,6599,3299,50,4.5,54,3
Adidas ORIGINALS,1,4599,2759,40,3.3,50,2
Adidas SPORT PERFORMANCE,1,5999,2999,50,3.2,3,3
Adidas SPORT PERFORMANCE,1,4599,2759,40,3.1,71,3
Adidas CORE / NEO,1,4999,2999,40,3.2,67,1
Adidas SPORT PERFORMANCE,1,6999,6999,0,1.0,52,3
Adidas CORE / NEO,1,6999,4199,40,3.9,83,1
Adidas SPORT PERFORMANCE,0,13999,8399,40,3.0,15,3
Adidas SPORT PERFORMANCE,0,9999,5999,40,2.2,49,3
Adidas SPORT PERFORMANCE,0,9999,5999,40,4.3,43,3
Adidas SPORT PERFORMANCE,1,6599,3959,40,4.6,54,3
Adidas SPORT PERFORMANCE,1,4599,2759,40,3.7,22,3
Adidas SPORT PERFORMANCE,0,14999,8999,40,1.0,94,3
Adidas CORE / NEO,1,2999,2399,20,4.7,9,1
Adidas CORE / NEO,1,4799,3839,20,5.0,10,1
Adidas ORIGINALS,0,12999,12999,0,3.2,9,2
Adidas ORIGINALS,0,10999,10999,0,3.5,89,2
Adidas CORE / NEO,1,2699,2699,0,2.5,82,1
Adidas SPORT PERFORMANCE,0,14999,8999,40,2.7,0,3
Adidas CORE / NEO,1,3299,1649,50,2.8,4,1
Adidas SPORT PERFORMANCE,1,6599,3959,40,5.0,70,3
Adidas ORIGINALS,1,7999,4799,40,4.4,46,2
Adidas ORIGINALS,1,8999,4499,50,5.0,61,2
Adidas CORE / NEO,1,3999,1999,50,4.8,9,1
Adidas SPORT PERFORMANCE,0,14999,8999,40,2.7,66,3
Adidas ORIGINALS,1,7999,4799,40,1.0,88,2
Adidas ORIGINALS,0,12999,12999,0,4.9,11,2
Adidas CORE / NEO,1,1499,1499,0,2.6,6,1
Adidas ORIGINALS,0,12999,12999,0,4.1,66,2
Adidas ORIGINALS,0,12999,12999,0,2.0,35,2
Adidas CORE / NEO,1,2699,1889,30,2.4,96,1
Adidas SPORT PERFORMANCE,0,14999,10499,30,3.3,15,3
Adidas ORIGINALS,0,10999,6599,40,4.7,34,2
Adidas CORE / NEO,1,1499,1499,0,4.4,65,1
Adidas SPORT PERFORMANCE,1,4799,2399,50,3.5,87,3
Adidas ORIGINALS,0,13999,13999,0,4.1,52,2
Adidas SPORT PERFORMANCE,1,2999,1799,40,3.6,91,3
Adidas ORIGINALS,1,5999,2999,50,3.7,11,2
Adidas SPORT PERFORMANCE,0,10999,6599,40,3.0,54,3
Adidas SPORT PERFORMANCE,1,6999,6999,0,2.0,6,3
Adidas SPORT PERFORMANCE,0,15999,11199,30,2.0,22,3
Adidas SPORT PERFORMANCE,0,12999,6499,50,4.3,77,3
Adidas CORE / NEO,1,4999,4999,0,3.4,23,1
Adidas CORE / NEO,1,6599,4619,30,0.0,12,1
Adidas ORIGINALS,1,7599,4559,40,4.8,53,2
